"Armenor","Sexo","Ano","GrupoEtario","Populacao"
"Campinas","f",2010,"0-4",34579.9107444609
"Campinas","f",2010,"5-9",35069.5399670807
"Campinas","f",2010,"10-14",39206.7452004689
"Campinas","f",2010,"15-19",40884.7846062089
"Campinas","f",2010,"20-24",49241.9343504954
"Campinas","f",2010,"25-29",53589.2727954917
"Campinas","f",2010,"30-34",49959.3693904637
"Campinas","f",2010,"35-39",43882.3398829618
"Campinas","f",2010,"40-44",41907.2634668104
"Campinas","f",2010,"45-49",39395.1829007042
"Campinas","f",2010,"50-54",36273.0538246841
"Campinas","f",2010,"55-59",29909.1610144012
"Campinas","f",2010,"60-64",23520.9849579277
"Campinas","f",2010,"65-69",17212.8398244975
"Campinas","f",2010,"70-74",13926.5330781137
"Campinas","f",2010,"75-79",10397.0425258458
"Campinas","f",2010,"80+",13014.7698106095
"Campinas","m",2010,"0-4",36295.5984065992
"Campinas","m",2010,"5-9",36836.6178219507
"Campinas","m",2010,"10-14",40423.7462848659
"Campinas","m",2010,"15-19",41896.1932014858
"Campinas","m",2010,"20-24",48869.0346317775
"Campinas","m",2010,"25-29",51861.4994427304
"Campinas","m",2010,"30-34",47946.8734616785
"Campinas","m",2010,"35-39",41357.0574089733
"Campinas","m",2010,"40-44",38461.8971285737
"Campinas","m",2010,"45-49",35092.490745714
"Campinas","m",2010,"50-54",31772.7439662949
"Campinas","m",2010,"55-59",25632.7821903186
"Campinas","m",2010,"60-64",19313.5645678103
"Campinas","m",2010,"65-69",13949.8297928603
"Campinas","m",2010,"70-74",10596.6686389259
"Campinas","m",2010,"75-79",6923.22930897409
"Campinas","m",2010,"80+",6725.27671456976
"Guarulhos","f",2010,"0-4",48651.3847974814
"Guarulhos","f",2010,"5-9",52127.4843932366
"Guarulhos","f",2010,"10-14",56155.1249750319
"Guarulhos","f",2010,"15-19",52492.7558465827
"Guarulhos","f",2010,"20-24",55959.4612125832
"Guarulhos","f",2010,"25-29",59008.6973914921
"Guarulhos","f",2010,"30-34",56842.0702869978
"Guarulhos","f",2010,"35-39",51618.2945907609
"Guarulhos","f",2010,"40-44",47597.2473712026
"Guarulhos","f",2010,"45-49",41341.8375553048
"Guarulhos","f",2010,"50-54",35487.7034485385
"Guarulhos","f",2010,"55-59",27475.0832655755
"Guarulhos","f",2010,"60-64",20142.4590930476
"Guarulhos","f",2010,"65-69",13854.5829554062
"Guarulhos","f",2010,"70-74",10073.7586647405
"Guarulhos","f",2010,"75-79",6770.23792545575
"Guarulhos","f",2010,"80+",7297.73539069761
"Guarulhos","m",2010,"0-4",50891.4682553671
"Guarulhos","m",2010,"5-9",54174.0786973401
"Guarulhos","m",2010,"10-14",56896.8459716819
"Guarulhos","m",2010,"15-19",52762.4102994815
"Guarulhos","m",2010,"20-24",56575.5977914388
"Guarulhos","m",2010,"25-29",57065.0790988017
"Guarulhos","m",2010,"30-34",53467.6293872671
"Guarulhos","m",2010,"35-39",48671.4561244974
"Guarulhos","m",2010,"40-44",44882.5157613399
"Guarulhos","m",2010,"45-49",37162.7754293263
"Guarulhos","m",2010,"50-54",31103.9294285085
"Guarulhos","m",2010,"55-59",24346.8363275191
"Guarulhos","m",2010,"60-64",17150.0481004051
"Guarulhos","m",2010,"65-69",11063.7978845306
"Guarulhos","m",2010,"70-74",7477.55741480674
"Guarulhos","m",2010,"75-79",4317.89813898399
"Guarulhos","m",2010,"80+",3777.46225353336
"São Paulo","f",2010,"0-4",385442.938728348
"São Paulo","f",2010,"5-9",405635.937124046
"São Paulo","f",2010,"10-14",434804.729649677
"São Paulo","f",2010,"15-19",427336.491656207
"São Paulo","f",2010,"20-24",508933.981500345
"São Paulo","f",2010,"25-29",562299.755918113
"São Paulo","f",2010,"30-34",535879.876723113
"São Paulo","f",2010,"35-39",471879.050200905
"São Paulo","f",2010,"40-44",433520.025678775
"São Paulo","f",2010,"45-49",406028.992033346
"São Paulo","f",2010,"50-54",370691.457672647
"São Paulo","f",2010,"55-59",308313.137002594
"São Paulo","f",2010,"60-64",243248.795495922
"São Paulo","f",2010,"65-69",177659.287198355
"São Paulo","f",2010,"70-74",143984.523427923
"São Paulo","f",2010,"75-79",108069.454207488
"São Paulo","f",2010,"80+",139852.699621852
"São Paulo","m",2010,"0-4",403443.182571298
"São Paulo","m",2010,"5-9",423200.836122352
"São Paulo","m",2010,"10-14",444210.266136438
"São Paulo","m",2010,"15-19",426168.920357761
"São Paulo","m",2010,"20-24",495968.260402284
"São Paulo","m",2010,"25-29",526634.68856521
"São Paulo","m",2010,"30-34",487685.013810007
"São Paulo","m",2010,"35-39",428673.621811563
"São Paulo","m",2010,"40-44",390316.054296061
"São Paulo","m",2010,"45-49",346610.040994672
"São Paulo","m",2010,"50-54",305883.342211968
"São Paulo","m",2010,"55-59",247119.476705976
"São Paulo","m",2010,"60-64",185456.428914639
"São Paulo","m",2010,"65-69",128716.212428383
"São Paulo","m",2010,"70-74",96485.7232271865
"São Paulo","m",2010,"75-79",65182.933558321
"São Paulo","m",2010,"80+",67280.8502826836
"Campinas","f",2011,"0-4",34602.4590958724
"Campinas","f",2011,"5-9",34769.2830321551
"Campinas","f",2011,"10-14",38783.322362778
"Campinas","f",2011,"15-19",40668.2027928628
"Campinas","f",2011,"20-24",48207.8656714412
"Campinas","f",2011,"25-29",53653.2084217439
"Campinas","f",2011,"30-34",51040.7162275599
"Campinas","f",2011,"35-39",44894.1360670613
"Campinas","f",2011,"40-44",42116.8479474044
"Campinas","f",2011,"45-49",39857.5874612633
"Campinas","f",2011,"50-54",36920.3208320277
"Campinas","f",2011,"55-59",31018.7094124846
"Campinas","f",2011,"60-64",24600.5772076182
"Campinas","f",2011,"65-69",18043.6289943407
"Campinas","f",2011,"70-74",14271.304384176
"Campinas","f",2011,"75-79",10715.5622437536
"Campinas","f",2011,"80+",13692.7005312766
"Campinas","m",2011,"0-4",36305.6087294616
"Campinas","m",2011,"5-9",36518.7352028228
"Campinas","m",2011,"10-14",40162.8617724451
"Campinas","m",2011,"15-19",41598.4256098631
"Campinas","m",2011,"20-24",48176.7029566416
"Campinas","m",2011,"25-29",52140.3112936768
"Campinas","m",2011,"30-34",48947.7054872822
"Campinas","m",2011,"35-39",42292.5879895544
"Campinas","m",2011,"40-44",38803.1316939325
"Campinas","m",2011,"45-49",35593.2089623795
"Campinas","m",2011,"50-54",32276.4772414919
"Campinas","m",2011,"55-59",26540.5249090733
"Campinas","m",2011,"60-64",20197.6910653676
"Campinas","m",2011,"65-69",14522.025012996
"Campinas","m",2011,"70-74",10857.2260096243
"Campinas","m",2011,"75-79",7199.89002403156
"Campinas","m",2011,"80+",7111.70874786688
"Guarulhos","f",2011,"0-4",48624.4543286421
"Guarulhos","f",2011,"5-9",50931.5867915278
"Guarulhos","f",2011,"10-14",55760.0406300972
"Guarulhos","f",2011,"15-19",52955.166987814
"Guarulhos","f",2011,"20-24",55588.3160497928
"Guarulhos","f",2011,"25-29",59138.8900903683
"Guarulhos","f",2011,"30-34",57621.1293917591
"Guarulhos","f",2011,"35-39",52366.8932144616
"Guarulhos","f",2011,"40-44",48089.4868385047
"Guarulhos","f",2011,"45-49",42441.0041598919
"Guarulhos","f",2011,"50-54",36585.9910018995
"Guarulhos","f",2011,"55-59",28774.0162925264
"Guarulhos","f",2011,"60-64",21298.1678720425
"Guarulhos","f",2011,"65-69",14660.3880800931
"Guarulhos","f",2011,"70-74",10502.158254929
"Guarulhos","f",2011,"75-79",7087.78914601999
"Guarulhos","f",2011,"80+",7782.66659541584
"Guarulhos","m",2011,"0-4",50830.9925615047
"Guarulhos","m",2011,"5-9",52954.4609510954
"Guarulhos","m",2011,"10-14",56768.5112637732
"Guarulhos","m",2011,"15-19",53205.7302136483
"Guarulhos","m",2011,"20-24",56326.0956787985
"Guarulhos","m",2011,"25-29",57783.2113184484
"Guarulhos","m",2011,"30-34",54433.2292523255
"Guarulhos","m",2011,"35-39",49203.9189893096
"Guarulhos","m",2011,"40-44",45262.9639343977
"Guarulhos","m",2011,"45-49",38278.051650334
"Guarulhos","m",2011,"50-54",31966.27993357
"Guarulhos","m",2011,"55-59",25261.3194313191
"Guarulhos","m",2011,"60-64",18077.9432618684
"Guarulhos","m",2011,"65-69",11688.8217442238
"Guarulhos","m",2011,"70-74",7784.36582429854
"Guarulhos","m",2011,"75-79",4572.57339546475
"Guarulhos","m",2011,"80+",4035.62690412087
"São Paulo","f",2011,"0-4",382847.534567378
"São Paulo","f",2011,"5-9",397011.188761245
"São Paulo","f",2011,"10-14",431367.814697012
"São Paulo","f",2011,"15-19",427991.07278896
"São Paulo","f",2011,"20-24",496637.272592451
"São Paulo","f",2011,"25-29",558416.08444565
"São Paulo","f",2011,"30-34",542675.682859477
"São Paulo","f",2011,"35-39",480064.788064249
"São Paulo","f",2011,"40-44",437183.520290224
"São Paulo","f",2011,"45-49",409811.132342036
"São Paulo","f",2011,"50-54",376721.136392538
"São Paulo","f",2011,"55-59",317828.864951979
"São Paulo","f",2011,"60-64",253117.732539856
"São Paulo","f",2011,"65-69",185512.131767919
"São Paulo","f",2011,"70-74",146883.131752037
"São Paulo","f",2011,"75-79",110846.120718727
"São Paulo","f",2011,"80+",146282.19483053
"São Paulo","m",2011,"0-4",400356.647208181
"São Paulo","m",2011,"5-9",414047.51556674
"São Paulo","m",2011,"10-14",442359.120735006
"São Paulo","m",2011,"15-19",427012.235820873
"São Paulo","m",2011,"20-24",486297.173053564
"São Paulo","m",2011,"25-29",526972.349881592
"São Paulo","m",2011,"30-34",496057.102683082
"São Paulo","m",2011,"35-39",435181.459195389
"São Paulo","m",2011,"40-44",393890.70099072
"São Paulo","m",2011,"45-49",351921.496120859
"São Paulo","m",2011,"50-54",311039.174326328
"São Paulo","m",2011,"55-59",254742.125446777
"São Paulo","m",2011,"60-64",193085.057638276
"São Paulo","m",2011,"65-69",134215.4050652
"São Paulo","m",2011,"70-74",98586.4723243873
"São Paulo","m",2011,"75-79",67116.4410434884
"São Paulo","m",2011,"80+",70504.8008211744
"Campinas","f",2012,"0-4",34842.6325298345
"Campinas","f",2012,"5-9",34665.5244738369
"Campinas","f",2012,"10-14",37943.6055025355
"Campinas","f",2012,"15-19",40731.3727511812
"Campinas","f",2012,"20-24",47025.1029430084
"Campinas","f",2012,"25-29",53473.4824319262
"Campinas","f",2012,"30-34",52058.0142868067
"Campinas","f",2012,"35-39",46053.9697392989
"Campinas","f",2012,"40-44",42315.8923409503
"Campinas","f",2012,"45-49",40245.5322458215
"Campinas","f",2012,"50-54",37464.9919894357
"Campinas","f",2012,"55-59",32146.180963322
"Campinas","f",2012,"60-64",25644.5345041246
"Campinas","f",2012,"65-69",19030.5941369304
"Campinas","f",2012,"70-74",14576.0758594951
"Campinas","f",2012,"75-79",11092.8496273252
"Campinas","f",2012,"80+",14367.7254913529
"Campinas","m",2012,"0-4",36545.4195793876
"Campinas","m",2012,"5-9",36405.2335137113
"Campinas","m",2012,"10-14",39451.6031134317
"Campinas","m",2012,"15-19",41633.0775420168
"Campinas","m",2012,"20-24",47210.2152181994
"Campinas","m",2012,"25-29",52222.6788006698
"Campinas","m",2012,"30-34",49922.9291276978
"Campinas","m",2012,"35-39",43391.6811523886
"Campinas","m",2012,"40-44",39076.5465166112
"Campinas","m",2012,"45-49",36099.1733413211
"Campinas","m",2012,"50-54",32698.5756049481
"Campinas","m",2012,"55-59",27454.779377307
"Campinas","m",2012,"60-64",21075.7337151262
"Campinas","m",2012,"65-69",15203.9063298285
"Campinas","m",2012,"70-74",11088.6114451412
"Campinas","m",2012,"75-79",7525.37937257667
"Campinas","m",2012,"80+",7502.46975033812
"Guarulhos","f",2012,"0-4",48902.9632316187
"Guarulhos","f",2012,"5-9",50043.0787664928
"Guarulhos","f",2012,"10-14",54760.3394337452
"Guarulhos","f",2012,"15-19",53789.5746883379
"Guarulhos","f",2012,"20-24",55020.2504669195
"Guarulhos","f",2012,"25-29",59000.4396750566
"Guarulhos","f",2012,"30-34",58312.9042118834
"Guarulhos","f",2012,"35-39",53270.598673395
"Guarulhos","f",2012,"40-44",48573.5150231942
"Guarulhos","f",2012,"45-49",43483.0807855262
"Guarulhos","f",2012,"50-54",37603.7003154653
"Guarulhos","f",2012,"55-59",30112.5906562084
"Guarulhos","f",2012,"60-64",22445.6264757778
"Guarulhos","f",2012,"65-69",15608.2629668518
"Guarulhos","f",2012,"70-74",10912.4400561442
"Guarulhos","f",2012,"75-79",7453.16381378937
"Guarulhos","f",2012,"80+",8276.3552665187
"Guarulhos","m",2012,"0-4",51091.8545486635
"Guarulhos","m",2012,"5-9",52050.5931286272
"Guarulhos","m",2012,"10-14",55998.8014376402
"Guarulhos","m",2012,"15-19",54081.8426229331
"Guarulhos","m",2012,"20-24",55742.4092706311
"Guarulhos","m",2012,"25-29",58289.4422949734
"Guarulhos","m",2012,"30-34",55364.6992598357
"Guarulhos","m",2012,"35-39",49905.9853163291
"Guarulhos","m",2012,"40-44",45564.0277718221
"Guarulhos","m",2012,"45-49",39424.7247197965
"Guarulhos","m",2012,"50-54",32762.7418440382
"Guarulhos","m",2012,"55-59",26185.7015915531
"Guarulhos","m",2012,"60-64",19014.0391549136
"Guarulhos","m",2012,"65-69",12419.5817616205
"Guarulhos","m",2012,"70-74",8077.84435938696
"Guarulhos","m",2012,"75-79",4866.69766069674
"Guarulhos","m",2012,"80+",4298.21158162674
"São Paulo","f",2012,"0-4",382659.514607778
"São Paulo","f",2012,"5-9",390755.808407256
"São Paulo","f",2012,"10-14",423263.270707013
"São Paulo","f",2012,"15-19",431598.812260437
"São Paulo","f",2012,"20-24",482887.787640411
"São Paulo","f",2012,"25-29",552042.965246305
"São Paulo","f",2012,"30-34",548635.998439788
"São Paulo","f",2012,"35-39",489718.622547821
"São Paulo","f",2012,"40-44",440757.271718236
"São Paulo","f",2012,"45-49",412809.078004023
"São Paulo","f",2012,"50-54",381685.998270597
"São Paulo","f",2012,"55-59",327401.610315168
"São Paulo","f",2012,"60-64",262515.030552818
"São Paulo","f",2012,"65-69",194900.886245428
"São Paulo","f",2012,"70-74",149342.814234349
"São Paulo","f",2012,"75-79",114198.673362754
"São Paulo","f",2012,"80+",152623.917710062
"São Paulo","m",2012,"0-4",399807.718100835
"São Paulo","m",2012,"5-9",407348.351507193
"São Paulo","m",2012,"10-14",435525.205948664
"São Paulo","m",2012,"15-19",431278.845242568
"São Paulo","m",2012,"20-24",473963.824583795
"São Paulo","m",2012,"25-29",525319.074184924
"São Paulo","m",2012,"30-34",504103.380125549
"São Paulo","m",2012,"35-39",443242.700479396
"São Paulo","m",2012,"40-44",396778.711467915
"São Paulo","m",2012,"45-49",357295.554899974
"São Paulo","m",2012,"50-54",315417.40541907
"São Paulo","m",2012,"55-59",262354.942266645
"São Paulo","m",2012,"60-64",200584.387970955
"São Paulo","m",2012,"65-69",140747.669991391
"São Paulo","m",2012,"70-74",100410.784405079
"São Paulo","m",2012,"75-79",69455.929242819
"São Paulo","m",2012,"80+",73721.2239259201
"Campinas","f",2013,"0-4",35090.3074555867
"Campinas","f",2013,"5-9",34709.7694798873
"Campinas","f",2013,"10-14",36939.0616452727
"Campinas","f",2013,"15-19",40915.1485046302
"Campinas","f",2013,"20-24",45821.1386820269
"Campinas","f",2013,"25-29",53091.6815364792
"Campinas","f",2013,"30-34",52956.2548534673
"Campinas","f",2013,"35-39",47297.5220745801
"Campinas","f",2013,"40-44",42552.5252009412
"Campinas","f",2013,"45-49",40580.1334628689
"Campinas","f",2013,"50-54",37909.8410940292
"Campinas","f",2013,"55-59",33258.4887478441
"Campinas","f",2013,"60-64",26670.9885644105
"Campinas","f",2013,"65-69",20122.3112178911
"Campinas","f",2013,"70-74",14902.0664476726
"Campinas","f",2013,"75-79",11498.7963568435
"Campinas","f",2013,"80+",15039.9247505006
"Campinas","m",2013,"0-4",36794.3739341203
"Campinas","m",2013,"5-9",36444.9912529493
"Campinas","m",2013,"10-14",38548.3212268398
"Campinas","m",2013,"15-19",41825.473577311
"Campinas","m",2013,"20-24",46138.9928770874
"Campinas","m",2013,"25-29",52108.9961310736
"Campinas","m",2013,"30-34",50816.5668259103
"Campinas","m",2013,"35-39",44602.1552951068
"Campinas","m",2013,"40-44",39350.1481460511
"Campinas","m",2013,"45-49",36589.3272738918
"Campinas","m",2013,"50-54",33062.8269767044
"Campinas","m",2013,"55-59",28350.4691657273
"Campinas","m",2013,"60-64",21952.091804639
"Campinas","m",2013,"65-69",15960.0971624932
"Campinas","m",2013,"70-74",11337.3119931079
"Campinas","m",2013,"75-79",7875.06409425312
"Campinas","m",2013,"80+",7897.09100500054
"Guarulhos","f",2013,"0-4",49191.2463908609
"Guarulhos","f",2013,"5-9",49380.1890714224
"Guarulhos","f",2013,"10-14",53513.4385380415
"Guarulhos","f",2013,"15-19",54798.5285323282
"Guarulhos","f",2013,"20-24",54398.3691545391
"Guarulhos","f",2013,"25-29",58638.4616642982
"Guarulhos","f",2013,"30-34",58858.1223936734
"Guarulhos","f",2013,"35-39",54251.5574655031
"Guarulhos","f",2013,"40-44",49104.7057850293
"Guarulhos","f",2013,"45-49",44488.1237491971
"Guarulhos","f",2013,"50-54",38540.0687230781
"Guarulhos","f",2013,"55-59",31460.3261646687
"Guarulhos","f",2013,"60-64",23600.2164921864
"Guarulhos","f",2013,"65-69",16659.4529375859
"Guarulhos","f",2013,"70-74",11349.9541913836
"Guarulhos","f",2013,"75-79",7847.86707732348
"Guarulhos","f",2013,"80+",8779.96548802089
"Guarulhos","m",2013,"0-4",51364.6082205803
"Guarulhos","m",2013,"5-9",51377.7108052801
"Guarulhos","m",2013,"10-14",54947.8580164784
"Guarulhos","m",2013,"15-19",55180.4556631301
"Guarulhos","m",2013,"20-24",55016.7646990916
"Guarulhos","m",2013,"25-29",58579.5675481903
"Guarulhos","m",2013,"30-34",56200.3903655208
"Guarulhos","m",2013,"35-39",50712.2322765249
"Guarulhos","m",2013,"40-44",45865.0663523275
"Guarulhos","m",2013,"45-49",40580.2361831181
"Guarulhos","m",2013,"50-54",33514.8148698606
"Guarulhos","m",2013,"55-59",27096.0659236923
"Guarulhos","m",2013,"60-64",19962.3643805652
"Guarulhos","m",2013,"65-69",13231.0876665882
"Guarulhos","m",2013,"70-74",8391.5535473905
"Guarulhos","m",2013,"75-79",5185.98446279685
"Guarulhos","m",2013,"80+",4566.59769505796
"São Paulo","f",2013,"0-4",382535.191091751
"São Paulo","f",2013,"5-9",386242.493711633
"São Paulo","f",2013,"10-14",413263.55298726
"São Paulo","f",2013,"15-19",436522.656310712
"São Paulo","f",2013,"20-24",469004.92775007
"São Paulo","f",2013,"25-29",543667.137811836
"São Paulo","f",2013,"30-34",553206.234673492
"São Paulo","f",2013,"35-39",500135.003086382
"São Paulo","f",2013,"40-44",444743.265804894
"São Paulo","f",2013,"45-49",415244.467626186
"São Paulo","f",2013,"50-54",385619.166808899
"São Paulo","f",2013,"55-59",336694.289365299
"São Paulo","f",2013,"60-64",271631.759835048
"São Paulo","f",2013,"65-69",205282.707848903
"São Paulo","f",2013,"70-74",151993.726558042
"São Paulo","f",2013,"75-79",117810.151167119
"São Paulo","f",2013,"80+",158896.733695417
"São Paulo","m",2013,"0-4",399341.587105509
"São Paulo","m",2013,"5-9",402446.059114556
"São Paulo","m",2013,"10-14",426532.779175101
"São Paulo","m",2013,"15-19",437236.815544417
"São Paulo","m",2013,"20-24",460703.880935613
"São Paulo","m",2013,"25-29",521706.859874628
"São Paulo","m",2013,"30-34",511263.852291388
"São Paulo","m",2013,"35-39",452293.091352798
"São Paulo","m",2013,"40-44",399670.226835114
"São Paulo","m",2013,"45-49",362523.768921416
"São Paulo","m",2013,"50-54",319245.410895403
"São Paulo","m",2013,"55-59",269719.020444777
"São Paulo","m",2013,"60-64",207997.358261229
"São Paulo","m",2013,"65-69",147990.01101191
